"TIME","GEO","C_RESID","UNIT","NACE_R2","Value","Flag and Footnotes"
"2011","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Percentage change on previous period","Hotels and similar accommodation","4.92",""
"2011","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4.69","e"
"2011","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Percentage change on previous period","Holiday and other short-stay accommodation","6.68","e"
"2011","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","1.67","e"
"2011","Belgium","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,494,141",""
"2011","Belgium","Foreign country","Number","Hotels and similar accommodation","6,076,926",""
"2011","Belgium","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,417,215",""
"2011","Belgium","Foreign country","Number","Holiday and other short-stay accommodation","948,286",""
"2011","Belgium","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","468,929",""
"2011","Belgium","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4.28",""
"2011","Belgium","Foreign country","Percentage change on previous period","Hotels and similar accommodation","5.29",""
"2011","Belgium","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0.17",""
"2011","Belgium","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","0.94",""
"2011","Belgium","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-1.34",""
"2011","Belgium","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6,123,995",""
"2011","Belgium","Reporting country","Number","Hotels and similar accommodation","3,882,797",""
"2011","Belgium","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,241,198",""
"2011","Belgium","Reporting country","Number","Holiday and other short-stay accommodation","1,971,237",""
"2011","Belgium","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","269,961",""
"2011","Belgium","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5.56",""
"2011","Belgium","Reporting country","Percentage change on previous period","Hotels and similar accommodation","7.82",""
"2011","Belgium","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1.85",""
"2011","Belgium","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","2.15",""
"2011","Belgium","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-0.27",""
"2011","Belgium","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","13,618,136",""
"2011","Belgium","Total","Number","Hotels and similar accommodation","9,959,723",""
"2011","Belgium","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,658,413",""
"2011","Belgium","Total","Number","Holiday and other short-stay accommodation","2,919,523",""
"2011","Belgium","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","738,890",""
"2011","Belgium","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4.85",""
"2011","Belgium","Total","Percentage change on previous period","Hotels and similar accommodation","6.26",""
"2011","Belgium","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1.19",""
"2011","Belgium","Total","Percentage change on previous period","Holiday and other short-stay accommodation","1.75",""
"2011","Belgium","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-0.96",""
"2011","Bulgaria","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,409,269",""
"2011","Bulgaria","Foreign country","Number","Hotels and similar accommodation","2,387,427",""
"2011","Bulgaria","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","21,842",""
"2011","Bulgaria","Foreign country","Number","Holiday and other short-stay accommodation","18,064",""
"2011","Bulgaria","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","3,778",""
"2011","Bulgaria","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","15.9",""
"2011","Bulgaria","Foreign country","Percentage change on previous period","Hotels and similar accommodation","15.66",""
"2011","Bulgaria","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","49.81",""
"2011","Bulgaria","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","42.88",""
"2011","Bulgaria","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","95.04",""
"2011","Bulgaria","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,527,698",""
"2011","Bulgaria","Reporting country","Number","Hotels and similar accommodation","2,241,959",""
"2011","Bulgaria","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","285,739",""
"2011","Bulgaria","Reporting country","Number","Holiday and other short-stay accommodation","273,493",""
"2011","Bulgaria","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","12,246",""
"2011","Bulgaria","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","11.56",""
"2011","Bulgaria","Reporting country","Percentage change on previous period","Hotels and similar accommodation","12.3",""
"2011","Bulgaria","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6.08",""
"2011","Bulgaria","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","5.32",""
"2011","Bulgaria","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","26.72",""
"2011","Bulgaria","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,936,967",""
"2011","Bulgaria","Total","Number","Hotels and similar accommodation","4,629,386",""
"2011","Bulgaria","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","307,581",""
"2011","Bulgaria","Total","Number","Holiday and other short-stay accommodation","291,557",""
"2011","Bulgaria","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","16,024",""
"2011","Bulgaria","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","13.64",""
"2011","Bulgaria","Total","Percentage change on previous period","Hotels and similar accommodation","14.01",""
"2011","Bulgaria","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","8.33",""
"2011","Bulgaria","Total","Percentage change on previous period","Holiday and other short-stay accommodation","7.06",""
"2011","Bulgaria","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","38.13",""
"2011","Czechia","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6,715,067",""
"2011","Czechia","Foreign country","Number","Hotels and similar accommodation","6,376,697",""
"2011","Czechia","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","338,370",""
"2011","Czechia","Foreign country","Number","Holiday and other short-stay accommodation","228,012",""
"2011","Czechia","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","110,358",""
"2011","Czechia","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6.02",""
"2011","Czechia","Foreign country","Percentage change on previous period","Hotels and similar accommodation","6.74",""
"2011","Czechia","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-5.95",""
"2011","Czechia","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","-8.93",""
"2011","Czechia","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","0.89",""
"2011","Czechia","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6,183,645",""
"2011","Czechia","Reporting country","Number","Hotels and similar accommodation","4,102,084",""
"2011","Czechia","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,081,561",""
"2011","Czechia","Reporting country","Number","Holiday and other short-stay accommodation","1,412,701",""
"2011","Czechia","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","668,860",""
"2011","Czechia","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5.2",""
"2011","Czechia","Reporting country","Percentage change on previous period","Hotels and similar accommodation","7.51",""
"2011","Czechia","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0.94",""
"2011","Czechia","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","4.02",""
"2011","Czechia","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-5",""
"2011","Czechia","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","12,898,712",""
"2011","Czechia","Total","Number","Hotels and similar accommodation","10,478,781",""
"2011","Czechia","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,419,931",""
"2011","Czechia","Total","Number","Holiday and other short-stay accommodation","1,640,713",""
"2011","Czechia","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","779,218",""
"2011","Czechia","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5.62",""
"2011","Czechia","Total","Percentage change on previous period","Hotels and similar accommodation","7.04",""
"2011","Czechia","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.08",""
"2011","Czechia","Total","Percentage change on previous period","Holiday and other short-stay accommodation","2",""
"2011","Czechia","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-4.21",""
"2011","Denmark","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,146,447",""
"2011","Denmark","Foreign country","Number","Hotels and similar accommodation","1,510,749",""
"2011","Denmark","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","635,698",""
"2011","Denmark","Foreign country","Number","Holiday and other short-stay accommodation","328,509",""
"2011","Denmark","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","307,189",""
"2011","Denmark","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","8.03",""
"2011","Denmark","Foreign country","Percentage change on previous period","Hotels and similar accommodation","10.36",""
"2011","Denmark","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2.88",""
"2011","Denmark","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","11.91",""
"2011","Denmark","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-5.3",""
"2011","Denmark","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,018,537",""
"2011","Denmark","Reporting country","Number","Hotels and similar accommodation","2,322,199",""
"2011","Denmark","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,696,338",""
"2011","Denmark","Reporting country","Number","Holiday and other short-stay accommodation","636,150",""
"2011","Denmark","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","1,060,188",""
"2011","Denmark","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4.3",""
"2011","Denmark","Reporting country","Percentage change on previous period","Hotels and similar accommodation","7.21",""
"2011","Denmark","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","0.55",""
"2011","Denmark","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","3.19",""
"2011","Denmark","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-0.96",""
"2011","Denmark","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","6,164,984",""
"2011","Denmark","Total","Number","Hotels and similar accommodation","3,832,948",""
"2011","Denmark","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,332,036",""
"2011","Denmark","Total","Number","Holiday and other short-stay accommodation","964,659",""
"2011","Denmark","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","1,367,377",""
"2011","Denmark","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5.57",""
"2011","Denmark","Total","Percentage change on previous period","Hotels and similar accommodation","8.43",""
"2011","Denmark","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1.18",""
"2011","Denmark","Total","Percentage change on previous period","Holiday and other short-stay accommodation","6",""
"2011","Denmark","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-1.97",""
"2011","Germany (until 1990 former territory of the FRG)","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","28,264,456",""
"2011","Germany (until 1990 former territory of the FRG)","Foreign country","Number","Hotels and similar accommodation","24,789,151",""
"2011","Germany (until 1990 former territory of the FRG)","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,475,305",""
"2011","Germany (until 1990 former territory of the FRG)","Foreign country","Number","Holiday and other short-stay accommodation","2,103,381",""
"2011","Germany (until 1990 former territory of the FRG)","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","1,371,924",""
"2011","Germany (until 1990 former territory of the FRG)","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5.6",""
"2011","Germany (until 1990 former territory of the FRG)","Foreign country","Percentage change on previous period","Hotels and similar accommodation","6.02",""
"2011","Germany (until 1990 former territory of the FRG)","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2.73",""
"2011","Germany (until 1990 former territory of the FRG)","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","3.62",""
"2011","Germany (until 1990 former territory of the FRG)","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","1.39",""
"2011","Germany (until 1990 former territory of the FRG)","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","113,476,253",""
"2011","Germany (until 1990 former territory of the FRG)","Reporting country","Number","Hotels and similar accommodation","90,793,947",""
"2011","Germany (until 1990 former territory of the FRG)","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","22,682,306",""
"2011","Germany (until 1990 former territory of the FRG)","Reporting country","Number","Holiday and other short-stay accommodation","16,917,358",""
"2011","Germany (until 1990 former territory of the FRG)","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","5,764,948",""
"2011","Germany (until 1990 former territory of the FRG)","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5.29",""
"2011","Germany (until 1990 former territory of the FRG)","Reporting country","Percentage change on previous period","Hotels and similar accommodation","6.02",""
"2011","Germany (until 1990 former territory of the FRG)","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2.46",""
"2011","Germany (until 1990 former territory of the FRG)","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","1.57",""
"2011","Germany (until 1990 former territory of the FRG)","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","5.19",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","141,740,709",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Number","Hotels and similar accommodation","115,583,098",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","26,157,611",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Number","Holiday and other short-stay accommodation","19,020,739",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","7,136,872",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5.35",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Percentage change on previous period","Hotels and similar accommodation","6.02",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2.5",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Percentage change on previous period","Holiday and other short-stay accommodation","1.79",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","4.44",""
"2011","Estonia","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,807,919",""
"2011","Estonia","Foreign country","Number","Hotels and similar accommodation","1,702,592",""
"2011","Estonia","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","105,327",""
"2011","Estonia","Foreign country","Number","Holiday and other short-stay accommodation","91,837",""
"2011","Estonia","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","13,490",""
"2011","Estonia","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","15.6",""
"2011","Estonia","Foreign country","Percentage change on previous period","Hotels and similar accommodation","14.46",""
"2011","Estonia","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","37.76",""
"2011","Estonia","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","43.53",""
"2011","Estonia","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","8.15",""
"2011","Estonia","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","918,018",""
"2011","Estonia","Reporting country","Number","Hotels and similar accommodation","667,965",""
"2011","Estonia","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","250,053",""
"2011","Estonia","Reporting country","Number","Holiday and other short-stay accommodation","167,161",""
"2011","Estonia","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","82,892",""
"2011","Estonia","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","9.57",""
"2011","Estonia","Reporting country","Percentage change on previous period","Hotels and similar accommodation","9.18",""
"2011","Estonia","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","10.64",""
"2011","Estonia","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","16.51",""
"2011","Estonia","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","0.43",""
"2011","Estonia","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,725,937",""
"2011","Estonia","Total","Number","Hotels and similar accommodation","2,370,557",""
"2011","Estonia","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","355,380",""
"2011","Estonia","Total","Number","Holiday and other short-stay accommodation","258,998",""
"2011","Estonia","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","96,382",""
"2011","Estonia","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","13.5",""
"2011","Estonia","Total","Percentage change on previous period","Hotels and similar accommodation","12.92",""
"2011","Estonia","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","17.5",""
"2011","Estonia","Total","Percentage change on previous period","Holiday and other short-stay accommodation","24.85",""
"2011","Estonia","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","1.45",""
"2011","Ireland","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,911,637","u"
"2011","Ireland","Foreign country","Number","Hotels and similar accommodation","3,512,303","u"
"2011","Ireland","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","399,334","u"
"2011","Ireland","Foreign country","Number","Holiday and other short-stay accommodation","303,505","u"
"2011","Ireland","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","95,829","u"
"2011","Ireland","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","8.58","u"
"2011","Ireland","Foreign country","Percentage change on previous period","Hotels and similar accommodation","9.32","u"
"2011","Ireland","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2.41","u"
"2011","Ireland","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation",":",""
"2011","Ireland","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks",":",""
"2011","Ireland","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,988,000",""
"2011","Ireland","Reporting country","Number","Hotels and similar accommodation","3,162,000",""
"2011","Ireland","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","826,000",""
"2011","Ireland","Reporting country","Number","Holiday and other short-stay accommodation","414,000",""
"2011","Ireland","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","412,000",""
"2011","Ireland","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-7.83",""
"2011","Ireland","Reporting country","Percentage change on previous period","Hotels and similar accommodation","-5.64",""
"2011","Ireland","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-15.37",""
"2011","Ireland","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","-0.48",""
"2011","Ireland","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-26.43",""
"2011","Ireland","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,899,637","u"
"2011","Ireland","Total","Number","Hotels and similar accommodation","6,674,303","u"
"2011","Ireland","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,225,334","u"
"2011","Ireland","Total","Number","Holiday and other short-stay accommodation","717,505","u"
"2011","Ireland","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","507,829","u"
"2011","Ireland","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-0.38","u"
"2011","Ireland","Total","Percentage change on previous period","Hotels and similar accommodation","1.68","u"
"2011","Ireland","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-10.29","u"
"2011","Ireland","Total","Percentage change on previous period","Holiday and other short-stay accommodation",":",""
"2011","Ireland","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks",":",""
"2011","Greece","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","12,083,938","e"
"2011","Greece","Foreign country","Number","Hotels and similar accommodation","10,041,765",""
"2011","Greece","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,507,046",""
"2011","Greece","Foreign country","Number","Holiday and other short-stay accommodation","1,817,476","e"
"2011","Greece","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","224,697",""
"2011","Greece","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","11.59","e"
"2011","Greece","Foreign country","Percentage change on previous period","Hotels and similar accommodation","12.02",""
"2011","Greece","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","8",""
"2011","Greece","Foreign country","Percentage change on previous period","Holiday and other short-stay accommodation","11.34","e"
"2011","Greece","Foreign country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-3.44",""
"2011","Greece","Reporting country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","8,231,659","e"
"2011","Greece","Reporting country","Number","Hotels and similar accommodation","6,312,960",""
"2011","Greece","Reporting country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,221,231",""
"2011","Greece","Reporting country","Number","Holiday and other short-stay accommodation","1,752,515","e"
"2011","Greece","Reporting country","Number","Camping grounds, recreational vehicle parks and trailer parks","166,184","e"
"2011","Greece","Reporting country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-8.82","e"
"2011","Greece","Reporting country","Percentage change on previous period","Hotels and similar accommodation","-8.19",""
"2011","Greece","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-10.2",""
"2011","Greece","Reporting country","Percentage change on previous period","Holiday and other short-stay accommodation","-11.63","e"
"2011","Greece","Reporting country","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-1.14","e"
"2011","Greece","Total","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","20,315,597","e"
"2011","Greece","Total","Number","Hotels and similar accommodation","16,354,725",""
"2011","Greece","Total","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,728,277",""
"2011","Greece","Total","Number","Holiday and other short-stay accommodation","3,569,991","e"
"2011","Greece","Total","Number","Camping grounds, recreational vehicle parks and trailer parks","390,881","e"
"2011","Greece","Total","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2.31","e"
"2011","Greece","Total","Percentage change on previous period","Hotels and similar accommodation","3.25",""
"2011","Greece","Total","Percentage change on previous period","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","-1.4",""
"2011","Greece","Total","Percentage change on previous period","Holiday and other short-stay accommodation","-1.26","e"
"2011","Greece","Total","Percentage change on previous period","Camping grounds, recreational vehicle parks and trailer parks","-2.47","e"
"2011","Spain","Foreign country","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","47,652,545",""
"2011","Spain","Foreign country","Number","Hotels and similar accommodation","39,542,095",""
"2011","Spain","Foreign country","Number","Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","8,110,450",""
"2011","Spain","Foreign country","Number","Holiday and other short-stay accommodation","6,171,217",""
"2011","Spain","Foreign country","Number","Camping grounds, recreational vehicle parks and trailer parks","1,939,233",""
"2011","Spain","Foreign country","Percentage change on previous period","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","10.35",""
"2011","Spain","Foreign country","Percentage change on previous period","Hotels and similar accommodation","10.9",""
