TIME,GEO,C_RESID,UNIT,NACE_R2,Value,Flag and Footnotes
2011,Austria,Reporting country,Per thousand inhabitants,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Austria,Reporting country,Per thousand inhabitants,Holiday and other short-stay accommodation,:,
2011,Austria,Reporting country,Per thousand inhabitants,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Austria,Reporting country,Per square kilometre,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Austria,Reporting country,Per square kilometre,Hotels and similar accommodation,:,
2011,Austria,Reporting country,Per square kilometre,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Austria,Reporting country,Per square kilometre,Holiday and other short-stay accommodation,:,
2011,Austria,Reporting country,Per square kilometre,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Austria,Reporting country,Percentage of total,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",30.09,
2011,Austria,Reporting country,Percentage of total,Hotels and similar accommodation,:,
2011,Austria,Reporting country,Percentage of total,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Austria,Reporting country,Percentage of total,Holiday and other short-stay accommodation,:,
2011,Austria,Reporting country,Percentage of total,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Austria,Reporting country,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",1.07,
2011,Austria,Reporting country,Percentage change on previous period,Hotels and similar accommodation,0.65,
2011,Austria,Reporting country,Percentage change on previous period,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2.23,
2011,Austria,Reporting country,Percentage change on previous period,Holiday and other short-stay accommodation,1.33,
2011,Austria,Reporting country,Percentage change on previous period,"Camping grounds, recreational vehicle parks and trailer parks",9.15,
2011,Austria,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","105,339,662",
2011,Austria,Total,Number,Hotels and similar accommodation,"82,326,827",
2011,Austria,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","23,012,835",
2011,Austria,Total,Number,Holiday and other short-stay accommodation,"18,044,209",
2011,Austria,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks","4,968,626",
2011,Austria,Total,Per thousand inhabitants,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","12,577.62",
2011,Austria,Total,Per thousand inhabitants,Hotels and similar accommodation,:,
2011,Austria,Total,Per thousand inhabitants,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Austria,Total,Per thousand inhabitants,Holiday and other short-stay accommodation,:,
2011,Austria,Total,Per thousand inhabitants,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Austria,Total,Per square kilometre,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,255.85",
2011,Austria,Total,Per square kilometre,Hotels and similar accommodation,:,
2011,Austria,Total,Per square kilometre,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Austria,Total,Per square kilometre,Holiday and other short-stay accommodation,:,
2011,Austria,Total,Per square kilometre,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Austria,Total,Percentage of total,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",100,
2011,Austria,Total,Percentage of total,Hotels and similar accommodation,:,
2011,Austria,Total,Percentage of total,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Austria,Total,Percentage of total,Holiday and other short-stay accommodation,:,
2011,Austria,Total,Percentage of total,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Austria,Total,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",1.34,
2011,Austria,Total,Percentage change on previous period,Hotels and similar accommodation,1.21,
2011,Austria,Total,Percentage change on previous period,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",1.83,
2011,Austria,Total,Percentage change on previous period,Holiday and other short-stay accommodation,1.31,
2011,Austria,Total,Percentage change on previous period,"Camping grounds, recreational vehicle parks and trailer parks",3.79,
2011,Poland,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","10,620,264",
2011,Poland,Foreign country,Number,Hotels and similar accommodation,"8,397,392",
2011,Poland,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","2,222,872",
2011,Poland,Foreign country,Number,Holiday and other short-stay accommodation,"2,085,650",
2011,Poland,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks","137,222",
2011,Poland,Foreign country,Per thousand inhabitants,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Foreign country,Per thousand inhabitants,Hotels and similar accommodation,:,
2011,Poland,Foreign country,Per thousand inhabitants,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Foreign country,Per thousand inhabitants,Holiday and other short-stay accommodation,:,
2011,Poland,Foreign country,Per thousand inhabitants,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Foreign country,Per square kilometre,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Foreign country,Per square kilometre,Hotels and similar accommodation,:,
2011,Poland,Foreign country,Per square kilometre,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Foreign country,Per square kilometre,Holiday and other short-stay accommodation,:,
2011,Poland,Foreign country,Per square kilometre,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Foreign country,Percentage of total,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",18.58,
2011,Poland,Foreign country,Percentage of total,Hotels and similar accommodation,:,
2011,Poland,Foreign country,Percentage of total,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Foreign country,Percentage of total,Holiday and other short-stay accommodation,:,
2011,Poland,Foreign country,Percentage of total,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Foreign country,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",5.52,
2011,Poland,Foreign country,Percentage change on previous period,Hotels and similar accommodation,4.59,
2011,Poland,Foreign country,Percentage change on previous period,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",9.21,
2011,Poland,Foreign country,Percentage change on previous period,Holiday and other short-stay accommodation,9.4,
2011,Poland,Foreign country,Percentage change on previous period,"Camping grounds, recreational vehicle parks and trailer parks",6.33,
2011,Poland,Reporting country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","46,527,989",
2011,Poland,Reporting country,Number,Hotels and similar accommodation,"20,784,952",
2011,Poland,Reporting country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","25,743,037",
2011,Poland,Reporting country,Number,Holiday and other short-stay accommodation,"25,333,574",
2011,Poland,Reporting country,Number,"Camping grounds, recreational vehicle parks and trailer parks","409,463",
2011,Poland,Reporting country,Per thousand inhabitants,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Reporting country,Per thousand inhabitants,Hotels and similar accommodation,:,
2011,Poland,Reporting country,Per thousand inhabitants,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Reporting country,Per thousand inhabitants,Holiday and other short-stay accommodation,:,
2011,Poland,Reporting country,Per thousand inhabitants,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Reporting country,Per square kilometre,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Reporting country,Per square kilometre,Hotels and similar accommodation,:,
2011,Poland,Reporting country,Per square kilometre,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Reporting country,Per square kilometre,Holiday and other short-stay accommodation,:,
2011,Poland,Reporting country,Per square kilometre,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Reporting country,Percentage of total,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",81.42,
2011,Poland,Reporting country,Percentage of total,Hotels and similar accommodation,:,
2011,Poland,Reporting country,Percentage of total,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Reporting country,Percentage of total,Holiday and other short-stay accommodation,:,
2011,Poland,Reporting country,Percentage of total,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Reporting country,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",1.75,
2011,Poland,Reporting country,Percentage change on previous period,Hotels and similar accommodation,8.76,
2011,Poland,Reporting country,Percentage change on previous period,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",-3.29,
2011,Poland,Reporting country,Percentage change on previous period,Holiday and other short-stay accommodation,-3.17,
2011,Poland,Reporting country,Percentage change on previous period,"Camping grounds, recreational vehicle parks and trailer parks",-10.24,
2011,Poland,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","57,148,253",
2011,Poland,Total,Number,Hotels and similar accommodation,"29,182,344",
2011,Poland,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","27,965,909",
2011,Poland,Total,Number,Holiday and other short-stay accommodation,"27,419,224",
2011,Poland,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks","546,685",
2011,Poland,Total,Per thousand inhabitants,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,501.42",
2011,Poland,Total,Per thousand inhabitants,Hotels and similar accommodation,:,
2011,Poland,Total,Per thousand inhabitants,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Total,Per thousand inhabitants,Holiday and other short-stay accommodation,:,
2011,Poland,Total,Per thousand inhabitants,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Total,Per square kilometre,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",182.77,
2011,Poland,Total,Per square kilometre,Hotels and similar accommodation,:,
2011,Poland,Total,Per square kilometre,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Total,Per square kilometre,Holiday and other short-stay accommodation,:,
2011,Poland,Total,Per square kilometre,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Total,Percentage of total,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",100,
2011,Poland,Total,Percentage of total,Hotels and similar accommodation,:,
2011,Poland,Total,Percentage of total,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Total,Percentage of total,Holiday and other short-stay accommodation,:,
2011,Poland,Total,Percentage of total,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Poland,Total,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2.43,
2011,Poland,Total,Percentage change on previous period,Hotels and similar accommodation,7.52,
2011,Poland,Total,Percentage change on previous period,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",-2.4,
2011,Poland,Total,Percentage change on previous period,Holiday and other short-stay accommodation,-2.31,
2011,Poland,Total,Percentage change on previous period,"Camping grounds, recreational vehicle parks and trailer parks",-6.58,
2011,Portugal,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","27,860,103",
2011,Portugal,Foreign country,Number,Hotels and similar accommodation,"26,003,760",
2011,Portugal,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,856,343",
2011,Portugal,Foreign country,Number,Holiday and other short-stay accommodation,"155,018",
2011,Portugal,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks","1,701,325",
2011,Portugal,Foreign country,Per thousand inhabitants,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Foreign country,Per thousand inhabitants,Hotels and similar accommodation,:,
2011,Portugal,Foreign country,Per thousand inhabitants,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Foreign country,Per thousand inhabitants,Holiday and other short-stay accommodation,:,
2011,Portugal,Foreign country,Per thousand inhabitants,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Foreign country,Per square kilometre,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Foreign country,Per square kilometre,Hotels and similar accommodation,:,
2011,Portugal,Foreign country,Per square kilometre,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Foreign country,Per square kilometre,Holiday and other short-stay accommodation,:,
2011,Portugal,Foreign country,Per square kilometre,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Foreign country,Percentage of total,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",59.46,
2011,Portugal,Foreign country,Percentage of total,Hotels and similar accommodation,:,
2011,Portugal,Foreign country,Percentage of total,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Foreign country,Percentage of total,Holiday and other short-stay accommodation,:,
2011,Portugal,Foreign country,Percentage of total,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Foreign country,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",9.75,
2011,Portugal,Foreign country,Percentage change on previous period,Hotels and similar accommodation,10.15,
2011,Portugal,Foreign country,Percentage change on previous period,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",4.41,
2011,Portugal,Foreign country,Percentage change on previous period,Holiday and other short-stay accommodation,-8.26,
2011,Portugal,Foreign country,Percentage change on previous period,"Camping grounds, recreational vehicle parks and trailer parks",5.74,
2011,Portugal,Reporting country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","18,997,755",
2011,Portugal,Reporting country,Number,Hotels and similar accommodation,"13,436,555",
2011,Portugal,Reporting country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5,561,200",
2011,Portugal,Reporting country,Number,Holiday and other short-stay accommodation,"828,126",
2011,Portugal,Reporting country,Number,"Camping grounds, recreational vehicle parks and trailer parks","4,733,074",
2011,Portugal,Reporting country,Per thousand inhabitants,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Reporting country,Per thousand inhabitants,Hotels and similar accommodation,:,
2011,Portugal,Reporting country,Per thousand inhabitants,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Reporting country,Per thousand inhabitants,Holiday and other short-stay accommodation,:,
2011,Portugal,Reporting country,Per thousand inhabitants,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Reporting country,Per square kilometre,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Reporting country,Per square kilometre,Hotels and similar accommodation,:,
2011,Portugal,Reporting country,Per square kilometre,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Reporting country,Per square kilometre,Holiday and other short-stay accommodation,:,
2011,Portugal,Reporting country,Per square kilometre,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Reporting country,Percentage of total,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",40.54,
2011,Portugal,Reporting country,Percentage of total,Hotels and similar accommodation,:,
2011,Portugal,Reporting country,Percentage of total,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Reporting country,Percentage of total,Holiday and other short-stay accommodation,:,
2011,Portugal,Reporting country,Percentage of total,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Reporting country,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",-3.31,
2011,Portugal,Reporting country,Percentage change on previous period,Hotels and similar accommodation,-2.51,
2011,Portugal,Reporting country,Percentage change on previous period,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",-5.19,
2011,Portugal,Reporting country,Percentage change on previous period,Holiday and other short-stay accommodation,-13.96,
2011,Portugal,Reporting country,Percentage change on previous period,"Camping grounds, recreational vehicle parks and trailer parks",-3.47,
2011,Portugal,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","46,857,858",
2011,Portugal,Total,Number,Hotels and similar accommodation,"39,440,315",
2011,Portugal,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","7,417,543",
2011,Portugal,Total,Number,Holiday and other short-stay accommodation,"983,144",
2011,Portugal,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks","6,434,399",
2011,Portugal,Total,Per thousand inhabitants,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","4,431.96",
2011,Portugal,Total,Per thousand inhabitants,Hotels and similar accommodation,:,
2011,Portugal,Total,Per thousand inhabitants,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Total,Per thousand inhabitants,Holiday and other short-stay accommodation,:,
2011,Portugal,Total,Per thousand inhabitants,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Total,Per square kilometre,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",508.15,
2011,Portugal,Total,Per square kilometre,Hotels and similar accommodation,:,
2011,Portugal,Total,Per square kilometre,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Total,Per square kilometre,Holiday and other short-stay accommodation,:,
2011,Portugal,Total,Per square kilometre,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Total,Percentage of total,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",100,
2011,Portugal,Total,Percentage of total,Hotels and similar accommodation,:,
2011,Portugal,Total,Percentage of total,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Total,Percentage of total,Holiday and other short-stay accommodation,:,
2011,Portugal,Total,Percentage of total,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Portugal,Total,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",4.05,
2011,Portugal,Total,Percentage change on previous period,Hotels and similar accommodation,5.48,
2011,Portugal,Total,Percentage change on previous period,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",-2.96,
2011,Portugal,Total,Percentage change on previous period,Holiday and other short-stay accommodation,-13.11,
2011,Portugal,Total,Percentage change on previous period,"Camping grounds, recreational vehicle parks and trailer parks",-1.19,
2011,Romania,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","3,066,882",
2011,Romania,Foreign country,Number,Hotels and similar accommodation,"2,981,991",
2011,Romania,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","84,891",
2011,Romania,Foreign country,Number,Holiday and other short-stay accommodation,"64,771",
2011,Romania,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks","20,120",
2011,Romania,Foreign country,Per thousand inhabitants,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Foreign country,Per thousand inhabitants,Hotels and similar accommodation,:,
2011,Romania,Foreign country,Per thousand inhabitants,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Foreign country,Per thousand inhabitants,Holiday and other short-stay accommodation,:,
2011,Romania,Foreign country,Per thousand inhabitants,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Foreign country,Per square kilometre,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Foreign country,Per square kilometre,Hotels and similar accommodation,:,
2011,Romania,Foreign country,Per square kilometre,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Foreign country,Per square kilometre,Holiday and other short-stay accommodation,:,
2011,Romania,Foreign country,Per square kilometre,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Foreign country,Percentage of total,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",17.06,
2011,Romania,Foreign country,Percentage of total,Hotels and similar accommodation,:,
2011,Romania,Foreign country,Percentage of total,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Foreign country,Percentage of total,Holiday and other short-stay accommodation,:,
2011,Romania,Foreign country,Percentage of total,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Foreign country,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",10.85,
2011,Romania,Foreign country,Percentage change on previous period,Hotels and similar accommodation,11.07,
2011,Romania,Foreign country,Percentage change on previous period,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",3.89,
2011,Romania,Foreign country,Percentage change on previous period,Holiday and other short-stay accommodation,3.83,
2011,Romania,Foreign country,Percentage change on previous period,"Camping grounds, recreational vehicle parks and trailer parks",4.07,
2011,Romania,Reporting country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","14,912,557",
2011,Romania,Reporting country,Number,Hotels and similar accommodation,"14,385,346",
2011,Romania,Reporting country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","527,211",
2011,Romania,Reporting country,Number,Holiday and other short-stay accommodation,"359,221",
2011,Romania,Reporting country,Number,"Camping grounds, recreational vehicle parks and trailer parks","167,990",
2011,Romania,Reporting country,Per thousand inhabitants,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Reporting country,Per thousand inhabitants,Hotels and similar accommodation,:,
2011,Romania,Reporting country,Per thousand inhabitants,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Reporting country,Per thousand inhabitants,Holiday and other short-stay accommodation,:,
2011,Romania,Reporting country,Per thousand inhabitants,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Reporting country,Per square kilometre,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Reporting country,Per square kilometre,Hotels and similar accommodation,:,
2011,Romania,Reporting country,Per square kilometre,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Reporting country,Per square kilometre,Holiday and other short-stay accommodation,:,
2011,Romania,Reporting country,Per square kilometre,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Reporting country,Percentage of total,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",82.94,
2011,Romania,Reporting country,Percentage of total,Hotels and similar accommodation,:,
2011,Romania,Reporting country,Percentage of total,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Reporting country,Percentage of total,Holiday and other short-stay accommodation,:,
2011,Romania,Reporting country,Percentage of total,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Reporting country,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",12.25,
2011,Romania,Reporting country,Percentage change on previous period,Hotels and similar accommodation,12.98,
2011,Romania,Reporting country,Percentage change on previous period,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",-4.47,
2011,Romania,Reporting country,Percentage change on previous period,Holiday and other short-stay accommodation,-2.99,
2011,Romania,Reporting country,Percentage change on previous period,"Camping grounds, recreational vehicle parks and trailer parks",-7.49,
2011,Romania,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","17,979,439",
2011,Romania,Total,Number,Hotels and similar accommodation,"17,367,337",
2011,Romania,Total,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","612,102",
2011,Romania,Total,Number,Holiday and other short-stay accommodation,"423,992",
2011,Romania,Total,Number,"Camping grounds, recreational vehicle parks and trailer parks","188,110",
2011,Romania,Total,Per thousand inhabitants,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",890.11,
2011,Romania,Total,Per thousand inhabitants,Hotels and similar accommodation,:,
2011,Romania,Total,Per thousand inhabitants,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Total,Per thousand inhabitants,Holiday and other short-stay accommodation,:,
2011,Romania,Total,Per thousand inhabitants,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Total,Per square kilometre,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",75.42,
2011,Romania,Total,Per square kilometre,Hotels and similar accommodation,:,
2011,Romania,Total,Per square kilometre,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Total,Per square kilometre,Holiday and other short-stay accommodation,:,
2011,Romania,Total,Per square kilometre,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Total,Percentage of total,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",100,
2011,Romania,Total,Percentage of total,Hotels and similar accommodation,:,
2011,Romania,Total,Percentage of total,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Total,Percentage of total,Holiday and other short-stay accommodation,:,
2011,Romania,Total,Percentage of total,"Camping grounds, recreational vehicle parks and trailer parks",:,
2011,Romania,Total,Percentage change on previous period,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",12.01,
2011,Romania,Total,Percentage change on previous period,Hotels and similar accommodation,12.65,
2011,Romania,Total,Percentage change on previous period,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",-3.39,
2011,Romania,Total,Percentage change on previous period,Holiday and other short-stay accommodation,-2,
2011,Romania,Total,Percentage change on previous period,"Camping grounds, recreational vehicle parks and trailer parks",-6.38,
2011,Slovenia,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","5,106,452",
2011,Slovenia,Foreign country,Number,Hotels and similar accommodation,"4,005,927",
2011,Slovenia,Foreign country,Number,"Holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","1,100,525",
2011,Slovenia,Foreign country,Number,Holiday and other short-stay accommodation,"402,947",
2011,Slovenia,Foreign country,Number,"Camping grounds, recreational vehicle parks and trailer parks","697,578",
2011,Slovenia,Foreign country,Per thousand inhabitants,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",:,
2011,Slovenia,Foreign country,Per thousand inhabitants,Hotels and similar accommodation,:,
